lm0_x,lm0_y,lm1_x,lm1_y,lm2_x,lm2_y,lm3_x,lm3_y,lm4_x,lm4_y,lm5_x,lm5_y,lm6_x,lm6_y,lm7_x,lm7_y,lm8_x,lm8_y,lm9_x,lm9_y,lm10_x,lm10_y,lm11_x,lm11_y,lm12_x,lm12_y,lm13_x,lm13_y,lm14_x,lm14_y,lm15_x,lm15_y,lm16_x,lm16_y,lm17_x,lm17_y,lm18_x,lm18_y,lm19_x,lm19_y,lm20_x,lm20_y,dist_4_8,dist_4_12,dist_8_12,dist_12_16,dist_16_20,dist_4_20,dist_0_12,dist_8_16,angle_4_0_8,angle_8_0_20,angle_4_2_0,angle_8_6_5,angle_12_10_9,angle_16_14_13,angle_20_18_17,gesture,action
0.0,0.0,-0.2706101730011022,-0.04633858838047558,-0.5287842279564056,-0.35537795425247337,-0.6277849304912012,-0.6901497821286998,-0.5928477458161716,-0.9637984359362276,-0.4471867609501414,-0.7456324192576179,-0.5221015451388022,-0.9774192224962616,-0.5644303609457029,-0.8838909819921631,-0.557301378672363,-0.6879252073780712,-0.26555855995535377,-0.8176889119730315,-0.35620173509093606,-1.0,-0.33885184374917604,-0.7069688784517074,-0.2925661923479393,-0.42030006919474,-0.06477816707949027,-0.8468512830244036,-0.16865477260971468,-0.9753979461062867,-0.14577663180529046,-0.6466291716757435,-0.08978885373217411,-0.36108985431234303,0.1463340989174286,-0.8325600292619333,0.024871828884065063,-0.9758295860908495,0.013058534759387687,-0.7319394551624295,0.049675857713951166,-0.5139694071088866,0.2781538826840699,0.6209343652947222,0.37644114210042773,0.2112451149790506,0.20693613363069807,0.7843358568043942,0.5121006981737817,0.5704290569295624,0.041196176126306404,0.24740099080452582,0.7217471938998598,0.13802187730539853,0.11206543650482273,0.17569746822426194,0.2067605434914887,Fist,brightness_low
0.0,0.0,-0.2720164721808693,-0.034952847468944684,-0.49313053635052706,-0.3381467172847286,-0.557217589675052,-0.6512415530855402,-0.5345275461504193,-0.885736118341538,-0.42673563225389405,-0.7360395933100539,-0.5228839711838315,-1.0,-0.5341693228971636,-0.8823593821511458,-0.5068345546412237,-0.6985745150032626,-0.24084536628581343,-0.8064543102984618,-0.3308612884468434,-0.9076175718146291,-0.32076669924164236,-0.6473278879339651,-0.28125579068396284,-0.42900126748114253,-0.04809629203414994,-0.8120263563012282,-0.15993034435098166,-0.8597822855049476,-0.15070726259591097,-0.580002821134969,-0.11376257206325431,-0.36558479184996434,0.14088971290385105,-0.7695220002861727,0.012957533800342797,-0.8227921320778268,-0.009567503772506923,-0.5860225954644674,0.013703409412645789,-0.40403949994875277,0.1891992799745346,0.522257892336275,0.3515046436792945,0.17909669920298446,0.13314030572511668,0.72978682696294,0.5129784666959111,0.5151579750071678,0.02695373448087823,0.2105800930263367,0.7153457619989586,0.09425953750186562,0.1985882628601419,0.3418850308100645,0.37384146954493336,Fist,brightness_low
0.0,0.0,-0.2741158829718116,-0.12209302816360446,-0.5001955121955246,-0.43505923377040084,-0.5806878221273284,-0.7479361481274303,-0.5405026328256581,-1.0,-0.4120070843977704,-0.7808544178393412,-0.47414235144942113,-0.9521501135977911,-0.42047662205949704,-0.6802935243490766,-0.37465201502306517,-0.4248684009240894,-0.241249574764492,-0.8237738702851383,-0.32637752621781496,-0.9429169106465652,-0.2715495098876459,-0.6292742675467857,-0.22709372270321004,-0.3601667607882729,-0.06640755321434899,-0.8353496554361347,-0.1645881595863489,-0.9130825656114824,-0.1220397535523989,-0.5926372799034004,-0.08805242746985271,-0.32758821051612685,0.10747158601425152,-0.8113333106353475,0.007341954253429013,-0.9254749154898652,0.0001845852726276642,-0.7034085152525306,0.00895726297558025,-0.4981648866099611,0.5985672758187802,0.7124687494510281,0.16112030247183784,0.14280701564700657,0.19623272527165178,0.744140214022264,0.425783577029363,0.3026594770224137,0.07230433011005424,0.23575665924456343,0.7505390071740984,0.051403787864811964,0.14376283384148672,0.2454597779068845,0.22801145298883807,Fist,brightness_low
0.0,0.0,-0.2608130744781376,-0.1401615697391404,-0.4743498196031269,-0.4537310654869284,-0.5470064499040747,-0.7537722274718667,-0.5158507645391289,-1.0,-0.3886596941843484,-0.789754602983707,-0.4554294447785127,-0.9244344701199783,-0.40514667983850183,-0.6606656071929674,-0.35735940497666296,-0.4352335853162672,-0.2228253944391948,-0.829342410445838,-0.3066668098387882,-0.9293603069610286,-0.25944506485697105,-0.6245420281762735,-0.21364269249491738,-0.377990328723191,-0.055802229189932134,-0.8332651476104573,-0.15510301234143686,-0.8974864344414856,-0.11689126793230822,-0.5927465423932652,-0.07687519686166709,-0.34766146236004924,0.1071603957277439,-0.7999332459983391,0.006047053517739026,-0.9009265025914154,0.004152170489362311,-0.6924557240214185,0.025011274804570053,-0.5045863399478854,0.5865838509630801,0.6915386829169886,0.1546973945221492,0.14008992824848063,0.1870996267087465,0.7334619555022995,0.43418877077228035,0.29383714489654855,0.0672312136228709,0.23459049546696356,0.7670654859776108,0.08352837751460684,0.16886428674915635,0.2722796956295086,0.23497069207108032,Fist,brightness_low
0.0,0.0,-0.2852679745398179,-0.13772867199813596,-0.5175419806214224,-0.44628328500444703,-0.5911432050566017,-0.7588715811446064,-0.5573441265468051,-1.0,-0.42165407063467886,-0.8056508785274022,-0.48407659196393693,-0.9488017779918422,-0.40929619357212477,-0.677590465217253,-0.3504834036290493,-0.4274565147034766,-0.24067841212762547,-0.8567301781620928,-0.31997730239019084,-0.9722464213019562,-0.256315866757065,-0.648051934275196,-0.20585890893281966,-0.3732815112186231,-0.06610818437173906,-0.8619491767835983,-0.15127726165136837,-0.9490762858179207,-0.10541696063818323,-0.6275459205066279,-0.06627903059841031,-0.35024295338410455,0.1024947085127017,-0.8275889856665971,0.03162981530927354,-0.965794091586605,0.018933037398387902,-0.8252665564044723,0.012295531217309141,-0.6695817226547865,0.6087671157688683,0.7185526580436284,0.15443825778842385,0.14146843316776703,0.3288635147349827,0.6585328979644035,0.42628274302940056,0.2945064680127739,0.05675816059200361,0.22445163869911028,0.749350382598542,0.05104404400239057,0.1315648903019601,0.20150233708457893,0.1715625254411839,Fist,brightness_low
0.0,0.0,-0.28394438416889567,-0.1323304286109781,-0.5190048899520503,-0.447887532045139,-0.5946075779085811,-0.75898568972409,-0.5633271122936301,-1.0,-0.4258604153981004,-0.8128799456182,-0.49467329364758533,-0.952904788315979,-0.416178510105279,-0.6730904885184031,-0.3526536098332004,-0.42137508534848095,-0.2445871206574514,-0.8626880281452576,-0.3326661876032639,-0.9779033418912677,-0.2636552386864617,-0.6496944039100017,-0.20823672441246416,-0.37460930042608753,-0.06604478884743413,-0.8703200622217045,-0.16291623344597542,-0.95631005842802,-0.11173390609867312,-0.6269518959659733,-0.06790186625537321,-0.3508372396223503,0.10749394998706227,-0.8396240087279246,0.018635792519185623,-0.9695187900464118,0.011060484675719118,-0.7955473487835992,0.016969435867978267,-0.6200050997071909,0.615784147647877,0.7191680684507235,0.1518001167128458,0.14233405526727405,0.282231243534031,0.6936427092219882,0.4285961518256496,0.29335838687567134,0.058514750173523485,0.23052305589034922,0.7521279587810573,0.06228857644403787,0.14301802470553104,0.21937269877318352,0.19249158587644136,Fist,brightness_low
0.0,0.0,-0.29188317553625726,-0.12010954199084241,-0.5563383582955325,-0.3990673571575031,-0.6435727260184905,-0.692910260328969,-0.5697862364768503,-0.8754894555067126,-0.41798090123079434,-0.8648010887883913,-0.49474318878404655,-0.9329361156231682,-0.4507453596530878,-0.6701765431807043,-0.40120468749166294,-0.44614617388142697,-0.24522187760353742,-0.9150719900725427,-0.3398580093100402,-1.0,-0.29952104439533905,-0.6856476057555471,-0.2536734412314194,-0.40795549566016753,-0.06883648127129993,-0.9175589995403672,-0.1727813192450437,-0.9608833866776633,-0.147007203961836,-0.6448996011180586,-0.1144887595785404,-0.37425805138587276,0.10315153321437255,-0.8698793445012146,-0.012104043167365009,-0.9667543754673504,-0.0276193158561098,-0.7502557326416229,-0.014985894686935225,-0.5432150052175557,0.46125415134718795,0.5643716000364216,0.15239421421464933,0.14320577277970487,0.19607976022455373,0.6466913711850253,0.48039348582752794,0.29559080749410777,0.0494843306523175,0.2243543984403007,0.7070505914509091,0.2085029308222036,0.22117966195999192,0.34277097958988667,0.2796782173549717,Fist,brightness_low
0.0,0.0,-0.2970739301242417,-0.10169953467453027,-0.5850919426720287,-0.3631142688800761,-0.7058441690725393,-0.6364432892124277,-0.6551755715105386,-0.8025565903373615,-0.47064822189579136,-0.845055538623082,-0.5321231218716815,-0.9220117519057933,-0.4741381134728011,-0.6692783331431315,-0.4131725062603453,-0.42438525396699506,-0.2920442932410818,-0.9134139011410334,-0.39285617513025534,-1.0,-0.33603334314999256,-0.6950675341982674,-0.27165695779950716,-0.40524553745813663,-0.10806994656480548,-0.9399364837755149,-0.22446401139549976,-0.9787434056476315,-0.1804041549587018,-0.667081352942654,-0.1286489343123094,-0.38691436029565485,0.07357134479594765,-0.9191359783988666,-0.05561892322258309,-0.9921553091743306,-0.0576592588138799,-0.7733763895039409,-0.02666755801141251,-0.5679781235518532,0.4489755486021907,0.5522160807173488,0.1428039887545558,0.14417810803959527,0.2078082950142313,0.6708571980027176,0.48787441862698355,0.28698036669186633,0.02781263709671917,0.23080478630072684,0.7271419869264804,0.13986482052718177,0.21012876556164667,0.3464719778348232,0.31455580910797754,Fist,brightness_low
0.0,0.0,-0.3055330617406825,-0.06308238032595957,-0.5885103161922398,-0.32913254619319965,-0.6854406229155694,-0.6162649504334002,-0.6284222972673241,-0.7834031134486755,-0.4731462833720612,-0.8341924447129364,-0.5404529752461392,-0.9068381017980445,-0.4681085650084244,-0.6280758835566002,-0.39359070111070155,-0.3793417655565566,-0.2958467859340709,-0.9090688205883468,-0.3912438389575488,-1.0,-0.3252250076017444,-0.6731249904222053,-0.25337541648284023,-0.3810103182086177,-0.11294316960076525,-0.9375535852407595,-0.21834992543434795,-0.975417934632257,-0.17211297039070142,-0.6465590109102172,-0.11857309813226954,-0.37346563729234333,0.07089362639099825,-0.9191505080868849,-0.04553424737084495,-0.9890845402698881,-0.04587340212139079,-0.7591277391484594,-0.013067943060716363,-0.5623978200536034,0.4673451095431117,0.5500728355838689,0.14022521210975175,0.1350132854307938,0.21639479529232367,0.6538381458355524,0.4575674423069072,0.2750803715850696,0.04067046280367556,0.24847251116497407,0.6902098761187933,0.15143117220874414,0.1878694588267911,0.33793984988758097,0.3036508059438021,Fist,brightness_low
0.0,0.0,-0.28875238757619215,-0.07062527312230339,-0.564399007835148,-0.3254575632053736,-0.6545477299818021,-0.6128716771402017,-0.6114927813646985,-0.8171755717360217,-0.47088480342374833,-0.8616709648167182,-0.5337137042257277,-0.9094469029725964,-0.45277697422546104,-0.6323023928078306,-0.3771116841977847,-0.3815464723369421,-0.29489802408195004,-0.9456326076743008,-0.39292231119427024,-1.0,-0.3144382964143786,-0.6733077701115467,-0.23900422429162588,-0.3779070984101974,-0.109110641973333,-0.9763964884421822,-0.21707606802361007,-0.9606186874126778,-0.15965504011948653,-0.6284348784105667,-0.10613230095667177,-0.3510462251163783,0.07604832802988805,-0.9496523524934399,-0.04093952020746011,-0.9691948816110985,-0.03618837181152151,-0.7140940340856634,-0.004775152384293596,-0.4987068620632351,0.49467889681329597,0.575937945275687,0.13815540352917768,0.13555978210677577,0.17910034972125152,0.6852215702648699,0.44714292374816406,0.27269046778765377,0.043653582047548815,0.24509171851746356,0.696891124514745,0.20126301540429972,0.26160512240218153,0.48888411272750226,0.42289468615580816,Fist,brightness_low
